,peerId,userId,stride,time,svd_mse,mf_mse,util
6184901,6184901,59681,10,17,0.9734,1.2820,
6057201,6057201,9361,10,17,1.0882,1.2748,
212100901,212100901,144475,10,7,1.4064,1.3227,
193308901,193308901,12841,10,7,1.3673,1.4114,
357587601,357587601,143289,10,8,1.6101,1.5429,_mf_19_0.6655_svd19_0.6877
5179901,5179901,2492,10,19,0.5976,0.6094,
3482501,3482501,152152,10,7,0.8489,0.7674,_mf_19_0.6030_svd19_0.6525
7200501,7200501,79030,10,7,0.8428,0.7002,_mf_11_0.7525_svd11_0.7287
7078201,7078201,139125,10,7,1.1773,1.4413,_mf_11_0.8230_svd11_0.7078
57893601,57893601,143970,10,8,0.9680,0.9426,_mf_9_0.9381_mf_11_0.6958_svd9_0.9920_svd11_0.7789
202249501,202249501,106565,10,8,0.6636,0.5579,
409833101,409833101,19744,10,8,0.5944,0.6356,
238760101,238760101,80265,10,8,0.5897,0.6819,
291816601,291816601,129980,10,8,0.6590,0.6817,
482776701,482776701,46695,10,7,1.4065,1.4114,
8075501,8075501,35149,10,10,1.1638,1.1784,
62301101,62301101,13940,10,10,0.9890,0.8876,
403795801,403795801,38579,10,10,1.6572,1.4001,
204145701,204145701,59569,10,10,1.3989,1.4733,
300868301,300868301,11631,10,10,0.9234,1.1645,
210686901,210686901,141501,10,10,1.1380,0.9669,
264842401,264842401,161632,10,7,0.3100,0.3995,
234790501,234790501,22101,10,7,0.3838,0.3831,
262123501,262123501,137607,10,6,0.9378,0.9606,
283496201,283496201,30488,10,6,0.9989,0.9492,
244715301,244715301,136637,10,8,1.0958,0.9866,
283902101,283902101,63982,10,8,1.0021,1.2039,
353836301,353836301,149615,10,9,0.7347,0.7100,
199281701,199281701,158081,10,9,0.6193,0.6762,
416680001,416680001,128811,10,10,0.9385,0.8505,
219827401,219827401,156634,10,10,0.9750,0.8902,
174325901,174325901,125791,10,10,1.0111,0.9377,
199400601,199400601,64775,10,8,0.8710,0.7732,
313429701,313429701,154176,10,8,0.7195,0.7862,
337722901,337722901,134056,10,9,1.6981,1.5498,
87260801,87260801,88973,10,9,1.6459,1.7303,
192092401,192092401,22262,10,6,0.9877,0.9764,
304434901,304434901,61774,10,6,0.9597,0.9962,
363068601,363068601,18828,10,7,1.0565,0.7225,
381997801,381997801,75696,10,7,0.9273,0.8694,
54199801,54199801,85172,10,15,1.1972,1.1313,_mf_16_0.9935_svd16_0.9358
154326101,154326101,17032,10,15,1.1795,1.1011,_mf_16_0.9352_svd16_1.0953
5727001,5727001,69792,10,16,0.8426,1.0367,
30669301,30669301,75582,10,7,0.8187,0.8372,
133074701,133074701,99435,10,7,0.8635,0.9515,_mf_13_0.7260_svd13_0.8313
34649901,34649901,24448,10,13,0.7643,0.8180,
5540101,5540101,68114,10,16,2.0849,2.0825,
638701,638701,144515,10,8,1.6369,1.6985,_mf_16_2.1647_svd16_2.1035
80136001,80136001,105477,10,7,0.8037,0.7465,
479474201,479474201,7759,10,7,0.7672,0.6464,
39070501,39070501,91401,10,9,2.2157,2.4200,
102335201,102335201,29113,10,9,2.2590,2.1769,
39962701,39962701,141927,10,8,0.6108,0.5556,
39163501,39163501,120949,10,8,0.6062,0.5986,
38416601,38416601,42202,10,8,0.6089,0.5683,
39377701,39377701,136087,10,13,0.8608,0.7276,
38668501,38668501,29036,10,13,0.7500,0.6642,
39038001,39038001,126937,10,13,0.6614,0.7025,
215904201,215904201,67213,10,7,0.7032,0.7895,
275580101,275580101,31987,10,7,0.6720,0.6962,
250303701,250303701,70221,10,7,1.4674,1.5323,
217431401,217431401,127254,10,7,1.5236,1.5761,
181048101,181048101,121072,10,7,0.7952,0.9120,
351425701,351425701,70745,10,7,0.6372,0.7347,
264609101,264609101,69916,10,11,0.9563,0.9552,
383206301,383206301,76824,10,11,0.9131,0.8364,
121960501,121960501,40385,10,10,0.9251,1.1739,
479367601,479367601,18401,10,10,1.0243,1.1572,
16795101,16795101,44105,10,12,0.9286,1.0084,
33834201,33834201,85483,10,12,0.9847,1.0593,
341860301,341860301,5393,10,5,0.9578,0.9623,
201782001,201782001,127746,10,5,1.1086,0.9921,
182017801,182017801,105549,10,8,0.9143,0.9857,
404482501,404482501,5413,10,8,0.8649,0.8561,
60179801,60179801,2345,10,16,0.6461,0.6573,
62664901,62664901,904,10,16,0.6761,0.8309,
73599001,73599001,79758,10,18,1.0672,0.9644,
464663601,464663601,16323,10,18,1.0344,1.0591,
73554701,73554701,13657,10,18,1.0022,1.1165,
479291201,479291201,38280,10,11,0.6996,0.7066,
55155001,55155001,132182,10,6,0.8132,0.8866,_mf_11_0.7493_svd11_0.6658
356689501,356689501,63256,10,8,0.9440,0.8430,
360017201,360017201,157814,10,8,0.9094,0.8970,
363888601,363888601,105031,10,9,0.9962,1.1529,
185334601,185334601,10960,10,9,1.0767,0.9826,
48251401,48251401,139150,10,14,0.8168,0.7701,
471762501,471762501,143115,10,11,0.8180,0.8341,_mf_14_0.6720_svd14_0.7604
64058401,64058401,98400,10,8,0.9954,0.9815,
48035901,48035901,91187,10,8,1.0915,0.8656,
48224501,48224501,117130,10,11,0.8115,0.7768,
63790501,63790501,158719,10,16,0.7726,0.8496,
63564601,63564601,44919,10,16,0.7483,0.8073,
213783101,213783101,106903,10,6,0.9260,0.9613,
251292301,251292301,61379,10,6,0.9688,0.9489,
351430501,351430501,15563,10,6,0.9339,0.8780,
161963801,161963801,11675,10,12,0.9268,0.8582,_mf_13_0.9777_svd13_0.6684
162757101,162757101,155822,10,12,0.9654,0.8428,
489035301,489035301,6029,10,13,0.8902,0.6992,
12368901,12368901,20485,10,9,0.9056,0.9262,
12546801,12546801,96818,10,9,0.9199,0.9298,
161194201,161194201,87958,10,19,0.7069,0.7275,_mf_21_0.4945_svd21_1.0797
481319801,481319801,138377,10,19,0.6271,0.6598,
76527501,76527501,139102,10,18,0.6479,0.6852,
76396201,76396201,35879,10,18,0.7070,0.6014,
63514901,63514901,20448,10,19,1.2597,1.1655,
123296701,123296701,91436,10,19,1.2682,1.3057,
435384001,435384001,56261,10,15,0.6289,0.5041,
426024001,426024001,62733,10,15,0.5067,0.5589,
379140001,379140001,27305,10,6,0.9290,0.6781,_mf_10_1.0843_svd10_1.0888
360462601,360462601,44538,10,10,1.1875,1.0223,
457407301,457407301,152431,10,11,1.3941,1.4893,
80371701,80371701,98694,10,7,1.1880,1.0837,_mf_11_1.4711_svd11_1.3550
485861001,485861001,144395,10,9,1.3520,1.2308,
457528501,457528501,7561,10,9,1.2762,1.3078,
160123601,160123601,33610,10,16,0.8498,0.8518,
457554601,457554601,86745,10,16,0.8445,0.8684,
164029701,164029701,68047,10,16,0.8216,0.8564,
162615401,162615401,78486,10,14,1.5350,1.2835,
164424801,164424801,60890,10,14,1.5809,1.3948,
161113101,161113101,161586,10,7,0.7312,0.7166,
161253701,161253701,63117,10,7,0.8504,0.8498,
158947901,158947901,120783,10,13,0.6815,0.6609,
158584001,158584001,142111,10,13,0.7571,0.6595,
76873201,76873201,51628,10,13,1.1095,1.0762,_mf_23_1.0446_svd23_1.0466
77081201,77081201,67966,10,13,0.9540,1.1345,
458486101,458486101,71683,10,15,0.7629,0.6897,
164000901,164000901,38536,10,15,0.7103,0.6763,
479123201,479123201,162250,10,8,0.7065,0.8213,
162338201,162338201,45157,10,7,1.2256,1.0940,_mf_8_0.8012_svd8_0.7926
160534801,160534801,133437,10,8,0.8015,0.7729,
159998301,159998301,64356,10,8,0.6271,0.8193,_mf_18_1.4355_svd18_1.7182
158492801,158492801,118754,10,6,1.1064,1.1226,
162562401,162562401,61465,10,6,1.1527,1.0846,
457815701,457815701,57820,10,6,1.0861,1.1586,_mf_8_0.5605_svd8_0.7094
457893501,457893501,9466,10,8,0.8670,1.0304,
457737801,457737801,33844,10,8,0.8710,0.9258,
355810901,355810901,5182,10,6,1.0139,1.2288,
214453101,214453101,110520,10,6,1.0636,1.2743,
76361101,76361101,91055,10,14,0.8317,0.8418,
76396401,76396401,54975,10,14,0.8328,0.8354,
166515501,166515501,39060,10,14,1.1923,1.2701,
162093101,162093101,64566,10,14,1.3564,1.3074,
147035001,147035001,123511,10,7,1.3669,1.6292,
354216901,354216901,14965,10,7,1.0777,1.0034,
94200501,94200501,81044,10,17,0.6638,0.6824,
457664201,457664201,23763,10,17,0.7258,0.6189,
477605201,477605201,154119,10,6,1.1275,1.1098,
280216801,280216801,66440,10,6,1.0592,1.1188,
160411801,160411801,69029,10,19,0.8494,0.8310,
164005501,164005501,142781,10,19,0.7905,0.8126,
163947901,163947901,130029,10,7,1.2949,1.0631,
163146801,163146801,154655,10,7,1.2958,1.2112,
77364301,77364301,102932,10,16,1.1755,1.0442,
76557501,76557501,63016,10,16,0.9754,1.1404,
76986701,76986701,50176,10,10,1.5467,1.7015,
76204701,76204701,78090,10,10,1.5326,1.5176,
161937001,161937001,129601,10,15,0.7234,0.6898,_mf_17_0.4409_svd17_0.3996
159064901,159064901,78507,10,15,0.7891,0.7920,_mf_17_0.4023_svd17_0.4392
158902201,158902201,102941,10,15,0.6289,0.6715,_mf_17_1.2550_svd17_1.0583
161690701,161690701,162167,10,17,1.0064,0.9211,
162347101,162347101,38404,10,8,1.2185,1.2801,
161612301,161612301,110695,10,8,1.3222,1.2254,
162014301,162014301,20859,10,15,0.7952,0.7406,
161870501,161870501,109428,10,15,0.7509,0.8134,
162441501,162441501,61694,10,15,0.6865,0.6650,
160230401,160230401,101707,10,7,0.6799,0.6680,
160280401,160280401,142576,10,8,0.6386,0.5978,_mf_17_0.5991_svd17_0.7501
164307801,164307801,27474,10,17,0.7711,0.5959,
163252601,163252601,97854,10,9,1.2272,1.3822,_mf_14_1.0489_svd14_0.9609
468653201,468653201,106833,10,9,1.0043,1.0861,
158977401,158977401,55962,10,9,1.2628,1.2320,
159141301,159141301,55808,10,9,0.8664,0.8737,
162523401,162523401,156433,10,14,1.0030,0.9287,
158437301,158437301,94430,10,16,0.6721,0.6334,
163498701,163498701,121194,10,16,0.5925,0.7180,
123980101,123980101,159227,10,18,0.5790,0.5300,
123413601,123413601,44582,10,18,0.4970,0.4664,
489907101,489907101,98471,10,16,1.1074,1.0989,
489068501,489068501,111434,10,16,1.1737,1.2794,
469612501,469612501,49998,10,16,1.1128,1.1110,
164278501,164278501,10493,10,13,0.9363,0.8717,
