,peerId,userId,stride,time,svd_mse,mf_mse,util
6184901,6184901,26067,300,17,1.4758,1.3880,
6057201,6057201,93104,300,17,1.5185,1.3283,
212100901,212100901,111871,300,7,0.7202,0.6818,
193308901,193308901,31773,300,7,0.6950,0.6721,
357587601,357587601,115036,300,8,0.7834,1.0110,_mf_19_0.6929_svd19_0.7621
5179901,5179901,19102,300,19,0.7760,0.7600,
3482501,3482501,126970,300,7,1.1033,1.1791,_mf_19_0.7616_svd19_0.7885
182361501,182361501,161046,300,11,0.6487,0.7660,
270014301,270014301,22784,300,11,0.5668,0.6480,
7200501,7200501,95474,300,7,0.6234,0.7453,_mf_11_0.7067_svd11_0.7876
7078201,7078201,66657,300,7,0.5032,0.4623,_mf_11_0.7117_svd11_0.8174
57893601,57893601,130086,300,7,0.7467,0.7252,_mf_8_1.0156_mf_9_0.5801_mf_11_0.7667_svd8_1.0231_svd9_0.8040_svd11_0.7688
202249501,202249501,91687,300,8,0.8633,0.9102,
409833101,409833101,67600,300,8,0.8960,0.9179,
238760101,238760101,128894,300,8,0.9088,0.9108,
291816601,291816601,12261,300,8,0.8639,0.9088,
482776701,482776701,90020,300,7,0.5409,0.5592,
242460801,242460801,49038,300,10,0.7325,0.6910,
245054401,245054401,22311,300,10,0.6768,0.7199,
8075501,8075501,110243,300,10,0.5730,0.5883,
62301101,62301101,40574,300,10,0.6672,0.5761,
403795801,403795801,130973,300,10,0.4462,0.3958,
204145701,204145701,48839,300,10,0.5103,0.4315,
300868301,300868301,121072,300,10,1.0078,1.0078,
210686901,210686901,124492,300,10,1.0676,0.9763,
305413501,305413501,144787,300,10,1.0084,0.9682,
264842401,264842401,19912,300,7,0.7940,0.8638,
234790501,234790501,132455,300,7,0.8773,0.9091,
369962701,369962701,151001,300,7,0.7756,0.9101,
262123501,262123501,130087,300,6,1.4260,1.2910,
283496201,283496201,70455,300,6,0.8844,1.1152,
244715301,244715301,142278,300,8,2.0482,2.0963,
283902101,283902101,41675,300,8,1.9777,2.0718,
196718401,196718401,110853,300,10,1.3543,1.1410,
273114601,273114601,81688,300,10,1.3092,1.3733,
353836301,353836301,150012,300,9,0.6041,0.5241,
199281701,199281701,65009,300,9,0.5434,0.5268,
416680001,416680001,140885,300,10,1.2466,1.3122,
219827401,219827401,79758,300,10,1.2372,1.2950,
174325901,174325901,116035,300,10,1.3844,1.2987,
199400601,199400601,44670,300,8,0.5361,0.5521,
313429701,313429701,42104,300,8,0.4890,0.4866,
337722901,337722901,83998,300,9,1.1175,1.0890,
87260801,87260801,35811,300,9,1.0396,0.9124,
304434901,304434901,114358,300,6,0.7406,0.7586,
192092401,192092401,95242,300,6,0.5916,0.5905,
363068601,363068601,15938,300,7,1.8762,1.9659,
279032401,279032401,94694,300,7,2.7541,2.5263,
316713401,316713401,162349,300,6,1.7147,1.8013,
222217501,222217501,16638,300,6,1.7903,1.5608,
381997801,381997801,18242,300,7,1.2892,1.2148,
54199801,54199801,139448,300,15,0.4522,0.5068,_mf_16_0.8831_svd16_0.7989
154326101,154326101,25993,300,15,0.5926,0.5431,_mf_16_0.7932_svd16_0.8170
5727001,5727001,50056,300,16,0.7580,0.8678,
13423401,13423401,138141,300,7,0.8969,1.0167,
34638201,34638201,50554,300,7,0.9041,1.0670,_mf_8_1.0543_mf_9_1.2971_svd8_1.1453_svd9_1.2330
129430001,129430001,111798,300,7,0.8725,0.9400,_mf_8_0.6739_mf_10_0.7177_svd8_0.6304_svd10_0.6493
133074701,133074701,64741,300,6,0.6945,0.6003,_mf_7_0.4094_mf_8_0.9647_mf_13_0.9310_svd7_0.4129_svd8_0.8906_svd13_1.0444
375162701,375162701,110520,300,9,1.2360,1.0897,
241392001,241392001,63019,300,9,1.1750,1.0531,
285730001,285730001,124829,300,9,1.0543,1.1000,
30669301,30669301,146577,300,7,1.0307,0.9914,
34649901,34649901,143610,300,13,0.9189,0.8713,
5540101,5540101,79978,300,16,1.0851,0.9378,
638701,638701,152420,300,8,1.0571,1.0140,_mf_16_0.8942_svd16_1.0692
80136001,80136001,44411,300,7,1.0068,0.8736,
479474201,479474201,59063,300,7,0.8515,0.8553,
34766901,34766901,93964,300,14,0.8021,0.7836,
33881501,33881501,75157,300,14,0.7627,0.7305,
187399301,187399301,118809,300,6,1.0642,1.0265,
314570201,314570201,87233,300,6,0.9102,0.9029,
39070501,39070501,20837,300,9,0.4221,0.4612,
102335201,102335201,139140,300,8,0.9524,0.9299,_mf_9_0.5572_svd9_0.4538
39962701,39962701,152671,300,8,0.3911,0.4176,
39163501,39163501,46918,300,8,0.4568,0.4000,
38416601,38416601,45660,300,8,0.4045,0.4536,
40757101,40757101,148249,300,13,0.6111,0.6047,
40807001,40807001,157915,300,13,0.6909,0.7249,
40538801,40538801,60797,300,6,0.6206,0.7428,_mf_13_0.6653_svd13_0.7700
39377701,39377701,154803,300,13,0.8579,0.9960,
38668501,38668501,56414,300,12,0.8488,0.9769,_mf_13_1.0530_svd13_1.0178
39038001,39038001,148282,300,12,0.9857,1.1168,_mf_13_1.0250_svd13_0.9815
215904201,215904201,32161,300,7,0.8538,1.0664,
275580101,275580101,68716,300,7,0.9901,0.9686,
250303701,250303701,110778,300,7,0.9994,1.1606,
217431401,217431401,73550,300,7,1.0794,1.0641,
38361601,38361601,39133,300,8,0.7450,0.8257,
383206301,383206301,15223,300,10,1.0692,0.7770,_mf_11_1.0871_svd11_0.9666
184483601,184483601,43217,300,10,0.9449,0.9870,
265683401,265683401,17193,300,8,1.4273,1.5073,
387895901,387895901,74859,300,8,1.7082,1.6255,
181048101,181048101,2375,300,7,0.5134,0.5300,
351425701,351425701,29196,300,7,0.6737,0.6543,
313161701,313161701,77237,300,6,0.5745,0.5597,
346627001,346627001,139588,300,6,0.6318,0.5564,
238931701,238931701,37097,300,6,1.0950,1.1157,
286861901,286861901,41577,300,6,1.0479,0.9995,
264609101,264609101,94613,300,11,0.9507,1.0267,
121960501,121960501,138562,300,10,0.6703,0.7629,
479367601,479367601,107839,300,10,0.6109,0.6157,
41664601,41664601,92308,300,10,0.6907,0.6916,
38952701,38952701,146882,300,11,0.7305,0.6769,_mf_12_0.7152_svd12_0.7301
39559101,39559101,103480,300,11,0.7334,0.7295,_mf_12_0.8346_mf_13_1.0048_svd12_0.6682_svd13_0.9685
16795101,16795101,161544,300,12,0.7537,0.8510,
33834201,33834201,106812,300,12,0.6848,0.8625,
191627501,191627501,28430,300,6,0.7552,0.5642,
140505801,140505801,69502,300,6,0.7069,0.6887,
331045101,331045101,84086,300,5,0.8895,0.8055,
341860301,341860301,15220,300,5,1.2234,0.8508,_mf_6_0.5813_svd6_1.1514
201782001,201782001,45219,300,5,0.9101,0.8639,
182017801,182017801,79615,300,8,1.6747,1.6765,
404482501,404482501,49968,300,8,1.5277,1.5833,
60179801,60179801,54850,300,16,1.5035,1.5671,
62664901,62664901,150075,300,16,1.6736,1.6460,
73599001,73599001,7485,300,18,1.1513,1.1484,
464663601,464663601,79429,300,18,1.2002,1.1449,
73554701,73554701,43913,300,18,1.2810,1.1861,
345867701,345867701,61645,300,6,0.4825,0.5420,
215134701,215134701,143161,300,6,0.6438,0.5846,
245713701,245713701,69185,300,7,1.4028,1.4867,
411312001,411312001,44825,300,7,1.4996,1.4976,
479291201,479291201,115934,300,11,1.2050,1.1561,
55155001,55155001,18484,300,6,0.9909,1.0581,_mf_11_1.2787_svd11_1.1094
356689501,356689501,54838,300,8,0.6608,0.5151,
360017201,360017201,132811,300,8,0.5028,0.5813,
363888601,363888601,50996,300,9,0.5943,0.5762,
185334601,185334601,100349,300,9,0.5480,0.5994,
48035901,48035901,57743,300,8,0.6534,0.7873,
48327701,48327701,111380,300,5,0.4547,0.3936,_mf_8_0.4671_svd8_0.5466
48251401,48251401,29004,300,14,0.5352,0.6345,
471762501,471762501,136027,300,11,0.5929,0.5187,_mf_14_0.5588_svd14_0.6643
64058401,64058401,40737,300,8,0.9242,0.8236,
63774501,63774501,97037,300,8,1.1390,1.1637,
63588401,63588401,131351,300,8,1.1579,1.3868,
48224501,48224501,147413,300,11,0.5822,0.5806,
368208501,368208501,44145,300,8,0.4898,0.4347,
235928601,235928601,20068,300,8,0.4094,0.5419,
63790501,63790501,38163,300,16,0.3628,0.4172,
63564601,63564601,30779,300,16,0.5240,0.5255,
76366001,76366001,76629,300,18,0.8257,0.8899,
76717401,76717401,94026,300,18,0.8306,0.8251,
76603601,76603601,15830,300,18,0.7874,0.8866,
213783101,213783101,18518,300,6,0.7570,0.8019,
251292301,251292301,117909,300,6,0.8943,0.9508,
351430501,351430501,152325,300,6,0.6962,0.7301,
48121801,48121801,108212,300,10,0.6306,0.6832,
48051901,48051901,46023,300,10,0.7941,0.6251,
97613201,97613201,118844,300,12,0.9373,0.8708,
161963801,161963801,40992,300,12,0.8069,0.8444,_mf_13_0.5618_svd13_0.6584
162757101,162757101,83814,300,12,0.8021,0.7786,
159696901,159696901,137789,300,12,0.7118,0.6900,
489035301,489035301,93466,300,12,0.7365,0.6747,_mf_13_0.6925_mf_15_0.4600_svd13_0.6100_svd15_0.7029
457497401,457497401,23881,300,13,0.7872,0.6302,
12546801,12546801,16458,300,9,1.0434,1.0480,
12368901,12368901,106107,300,9,1.0339,1.1452,
161194201,161194201,8554,300,19,1.1793,1.2778,_mf_21_0.8199_svd21_0.7549
481319801,481319801,146022,300,19,1.3086,1.1740,
186917001,186917001,87789,300,6,0.2525,0.3072,
420193801,420193801,101869,300,6,0.2351,0.2514,
76527501,76527501,113069,300,18,1.6214,1.5363,
76396201,76396201,143847,300,18,1.6584,1.6071,
63514901,63514901,103213,300,19,1.3787,1.1013,
123296701,123296701,16105,300,19,1.2602,1.1959,
435384001,435384001,60567,300,15,0.6156,0.6676,
426024001,426024001,49558,300,15,0.6082,0.6961,
181838101,181838101,155800,300,7,1.2259,1.2728,
157179401,157179401,159713,300,7,1.3495,1.3477,
371293301,371293301,142806,300,5,0.7273,0.7178,_mf_6_0.6907_svd6_0.7665
229154201,229154201,171,300,6,0.5079,0.4867,
272250401,272250401,130470,300,6,0.5009,0.3996,
107918501,107918501,33374,300,7,0.6775,0.6834,
242095801,242095801,103948,300,7,0.6605,0.6708,
337266001,337266001,97206,300,5,0.5359,0.5844,
245439801,245439801,93755,300,5,0.6143,0.5335,
379140001,379140001,78994,300,6,0.8465,0.9320,_mf_10_0.8861_svd10_0.7799
360462601,360462601,139462,300,10,0.9307,0.9514,
488491401,488491401,158147,300,7,0.9437,1.1452,
457407301,457407301,8133,300,7,0.9136,0.9848,_mf_11_1.4991_mf_12_1.3510_svd11_1.3950_svd12_1.4330
290545701,290545701,160275,300,6,0.3776,0.5271,_mf_7_1.1734_svd7_1.2506
216832701,216832701,46562,300,10,0.7137,0.6916,
485993901,485993901,143937,300,10,0.8298,0.7286,
486042401,486042401,158866,300,14,1.2049,1.0897,
167998501,167998501,42805,300,14,1.1997,1.1955,
80371701,80371701,98552,300,7,0.9858,0.9396,_mf_11_1.2770_svd11_1.3314
485861001,485861001,66764,300,9,0.4210,0.4510,
457528501,457528501,119699,300,9,0.5603,0.4480,
160123601,160123601,147063,300,16,0.7534,1.0215,
457554601,457554601,117580,300,16,1.0978,0.9277,
164029701,164029701,94268,300,16,0.9530,0.8394,
162615401,162615401,145926,300,14,0.9126,0.8195,
164424801,164424801,36161,300,14,0.9104,0.7984,
161113101,161113101,42816,300,7,1.4064,1.5524,
161253701,161253701,103936,300,7,1.2490,1.3514,
160699201,160699201,22292,300,6,1.5835,1.3644,
159862201,159862201,148906,300,6,1.1832,1.0927,
158531801,158531801,63313,300,5,0.6410,0.5962,_mf_6_1.3489_svd6_1.3924
158947901,158947901,44600,300,13,0.6848,0.6085,
158584001,158584001,1288,300,13,0.6172,0.6121,
188724801,188724801,17723,300,8,0.6554,0.5738,
123671101,123671101,152934,300,8,0.7281,0.6837,
76873201,76873201,87502,300,13,1.2430,1.2070,_mf_23_1.0305_svd23_1.0499
77081201,77081201,29952,300,13,1.2916,1.2276,
458486101,458486101,104076,300,15,0.8322,0.8128,
164000901,164000901,120015,300,15,0.9584,0.7353,
479123201,479123201,51308,300,8,1.3853,1.1988,
162338201,162338201,50330,300,6,0.8308,0.7057,_mf_7_0.9878_mf_8_1.3393_svd7_1.1290_svd8_1.2994
160534801,160534801,6553,300,8,1.2078,1.2971,
159998301,159998301,71233,300,8,1.3356,1.3064,_mf_18_0.7661_svd18_0.7511
457778501,457778501,41666,300,12,1.2436,1.2568,
158492801,158492801,20863,300,6,0.8918,0.7850,
162562401,162562401,28351,300,6,0.8214,0.7336,
457815701,457815701,101831,300,6,0.7820,0.7659,_mf_8_1.2753_svd8_1.1450
457893501,457893501,55704,300,8,0.7194,0.7620,
457737801,457737801,15807,300,8,0.7661,0.6046,
355810901,355810901,85243,300,6,0.8864,0.7161,
214453101,214453101,2598,300,6,0.8520,0.8392,
76361101,76361101,10325,300,14,0.8150,0.9120,
76396401,76396401,90180,300,14,0.8064,0.8796,
166515501,166515501,160024,300,14,1.5412,1.3715,
162093101,162093101,128325,300,14,1.4229,1.3739,
314939601,314939601,64327,300,7,0.7598,0.7546,
440730201,440730201,154745,300,7,0.6853,0.6426,
147035001,147035001,18602,300,7,0.4908,0.5164,
354216901,354216901,112515,300,7,0.8733,0.5927,
160876601,160876601,152483,300,6,0.5900,0.4972,
158697001,158697001,72536,300,6,0.5123,0.5674,
94200501,94200501,36329,300,17,0.8023,0.7808,
457664201,457664201,102868,300,17,0.7382,0.7147,
477605201,477605201,4709,300,6,0.8230,0.7748,_mf_7_0.7844_svd7_0.9365
280216801,280216801,71256,300,6,0.8336,0.8483,_mf_7_0.6490_svd7_0.8373
160411801,160411801,105732,300,19,0.8867,0.7089,
164005501,164005501,142885,300,19,0.9423,1.0041,
163947901,163947901,31556,300,7,1.3020,1.1362,
163146801,163146801,43201,300,7,1.1372,1.1223,
77364301,77364301,118913,300,16,1.6118,1.6237,
76557501,76557501,106903,300,16,1.4872,1.6849,
182739801,182739801,112130,300,11,1.1227,0.9720,
436986501,436986501,108126,300,11,0.8198,0.8552,
408564401,408564401,84148,300,11,0.6230,0.8090,
76986701,76986701,107627,300,10,0.3901,0.4156,
76204701,76204701,48995,300,10,0.4757,0.4064,
161937001,161937001,60069,300,15,1.0304,1.0834,_mf_17_1.0018_svd17_0.8383
159064901,159064901,16452,300,15,1.1124,0.9961,_mf_17_1.0175_svd17_0.9464
158902201,158902201,66711,300,15,0.9102,0.9885,_mf_17_0.5510_svd17_0.5332
161690701,161690701,14024,300,12,0.5933,0.5739,_mf_17_0.6046_svd17_0.6727
162347101,162347101,135608,300,8,0.8290,0.7735,
161612301,161612301,90441,300,8,0.7645,0.8715,
