,peerId,userId,stride,time,svd_mse,mf_mse,util
6184901,6184901,39750,110,17,0.8695,1.0455,
6057201,6057201,15614,110,17,0.9438,1.0818,
212100901,212100901,82411,110,7,1.2934,1.3684,
193308901,193308901,90622,110,7,1.3894,1.1784,
357587601,357587601,130151,110,8,0.8876,0.7115,_mf_19_0.9092_svd19_1.0872
5179901,5179901,79557,110,19,1.0587,0.9969,
3482501,3482501,61742,110,7,0.6177,0.7776,_mf_19_1.0092_svd19_0.9990
182361501,182361501,107562,110,11,1.2842,1.2869,
270014301,270014301,34147,110,11,1.5061,1.3054,
7200501,7200501,146129,110,7,0.5986,0.7477,_mf_11_1.0570_svd11_0.9770
7078201,7078201,48643,110,7,0.7497,0.7941,_mf_11_0.9316_svd11_0.8868
57893601,57893601,5298,110,8,0.7169,0.8142,_mf_9_0.9593_mf_11_0.9682_svd9_0.7272_svd11_0.8967
202249501,202249501,68673,110,8,0.6737,0.7365,
409833101,409833101,83426,110,8,0.8049,0.6677,
238760101,238760101,35811,110,8,0.7381,0.7029,
291816601,291816601,21378,110,8,0.7231,0.7197,
482776701,482776701,79807,110,7,0.7705,0.7673,
8075501,8075501,22095,110,10,1.0503,0.9033,
62301101,62301101,23069,110,10,0.9296,0.9365,
403795801,403795801,16464,110,10,0.9433,0.9086,
204145701,204145701,99662,110,10,1.1576,1.0183,
300868301,300868301,114796,110,10,1.1747,1.2144,
210686901,210686901,68318,110,10,1.2663,1.1949,
305413501,305413501,58308,110,10,1.1491,1.2478,
264842401,264842401,66422,110,7,1.0808,1.0662,
234790501,234790501,77320,110,7,1.1329,0.9819,
262123501,262123501,60585,110,6,0.8320,0.5795,
283496201,283496201,102847,110,6,0.7661,0.7859,
244715301,244715301,43069,110,8,0.5634,0.6153,
283902101,283902101,88049,110,8,0.5472,0.5746,
353836301,353836301,66764,110,9,0.7332,0.5656,
199281701,199281701,67096,110,9,0.5970,0.7585,
416680001,416680001,21300,110,10,0.6749,0.7064,
219827401,219827401,62762,110,10,0.7150,0.8142,
174325901,174325901,8732,110,10,0.6677,0.6821,
199400601,199400601,6797,110,8,0.9930,0.8026,
313429701,313429701,8020,110,8,0.7864,0.8134,
337722901,337722901,65834,110,9,0.6693,0.5795,
87260801,87260801,90316,110,9,0.6270,0.5877,
