,peerId,userId,stride,time,svd_mse,mf_mse,util
6184901,6184901,137723,100,17,0,0.6319,_svd17_0.5085
6057201,6057201,93758,100,17,0,0.6175,_svd17_0.5045
212100901,212100901,129601,100,7,0,0.4596,_svd7_0.4998
193308901,193308901,115548,100,7,0,0.4715,_svd7_0.4395
357587601,357587601,27760,100,8,0,0.5756,_mf_19_1.1409_svd8_0.5759_svd19_1.1352
5179901,5179901,43612,100,19,0,1.0988,_svd19_0.9931
3482501,3482501,19714,100,7,0,0.7568,_mf_19_1.0408_svd7_0.7224_svd19_1.0496
182361501,182361501,132321,100,11,0,1.2554,_svd11_1.1994
270014301,270014301,49403,100,11,0,1.1768,_svd11_1.2579
7200501,7200501,4060,100,7,0,0.8090,_mf_11_0.7412_svd7_0.7757_svd11_0.7097
7078201,7078201,130698,100,7,0,1.0881,_mf_11_0.8102_svd7_1.0804_svd11_0.6648
57893601,57893601,121536,100,8,0,1.2541,_mf_9_1.1186_mf_11_0.8242_svd8_1.3159_svd9_0.8522_svd11_0.7177
202249501,202249501,83227,100,8,0,0.6571,_svd8_0.5884
409833101,409833101,44672,100,8,0,0.5721,_svd8_0.7078
238760101,238760101,140141,100,8,0,0.6508,_svd8_0.6367
291816601,291816601,126534,100,8,0,0.6277,_svd8_0.6124
482776701,482776701,15686,100,7,0,1.0045,_svd7_0.9810
8075501,8075501,61356,100,10,0,0.9046,_svd10_1.1472
62301101,62301101,131389,100,10,0,0.9956,_svd10_0.9921
403795801,403795801,53082,100,10,0,0.8122,_svd10_0.7458
204145701,204145701,143832,100,10,0,0.7729,_svd10_0.6553
300868301,300868301,131019,100,10,0,1.2753,_svd10_1.1405
210686901,210686901,116831,100,10,0,1.1921,_svd10_1.2292
305413501,305413501,83417,100,10,0,1.2797,_svd10_1.0062
264842401,264842401,2111,100,7,0,1.0447,_svd7_1.1362
234790501,234790501,100433,100,7,0,1.0548,_svd7_1.1559
262123501,262123501,30139,100,6,0,1.3269,_svd6_0.5992
283496201,283496201,112588,100,6,0,0.5794,_svd6_0.6317
244715301,244715301,33832,100,8,0,1.0281,_svd8_1.1741
283902101,283902101,106648,100,8,0,1.0179,_svd8_1.2591
353836301,353836301,118875,100,9,0,0.5312,_svd9_0.8566
199281701,199281701,9101,100,9,0,0.7634,_svd9_0.4489
416680001,416680001,62330,100,10,0,0.9177,_svd10_1.0102
219827401,219827401,110140,100,10,0,0.7922,_svd10_0.9333
174325901,174325901,2444,100,10,0,0.8448,_svd10_0.9391
199400601,199400601,95600,100,8,0,1.7807,_svd8_1.8595
313429701,313429701,78241,100,8,0,1.8161,_svd8_1.8440
337722901,337722901,10887,100,9,0,0.9255,_svd9_0.8152
87260801,87260801,148881,100,9,0,0.8622,_svd9_1.0013
192092401,192092401,145411,100,6,0,1.2152,_svd6_1.2633
304434901,304434901,31047,100,6,0,1.3020,_svd6_1.2768
363068601,363068601,19140,100,7,0,1.8001,_svd7_1.7461
279032401,279032401,61737,100,7,0,1.0569,_svd7_1.2795
316713401,316713401,129647,100,6,0,0.8036,_svd6_0.8460
222217501,222217501,56533,100,6,0,0.8332,_svd6_0.8427
381997801,381997801,87033,100,7,0,1.5046,_svd7_1.7285
54199801,54199801,112341,100,15,0,1.3995,_mf_16_1.2328_svd15_1.4500_svd16_1.2424
