,peerId,userId,stride,time,svd_mse,mf_mse,util
6184901,6184901,90625,250,17,0.7306,0.8122,
6057201,6057201,25728,250,17,0.7584,0.7732,
212100901,212100901,55629,250,7,1.1786,1.3782,
193308901,193308901,125035,250,7,1.5017,1.4490,
357587601,357587601,138305,250,8,1.1273,0.9913,_mf_19_0.8494_svd19_0.7264
5179901,5179901,18401,250,19,0.7226,0.6849,
3482501,3482501,144556,250,7,0.6092,0.6484,_mf_19_0.9205_svd19_0.7254
182361501,182361501,7531,250,11,1.3651,1.2182,
270014301,270014301,47612,250,11,1.2735,1.2887,
7200501,7200501,55157,250,7,0.8067,1.4326,_mf_11_0.9857_svd11_1.1074
7078201,7078201,97378,250,7,0.9335,0.9955,_mf_11_1.1365_svd11_1.1464
57893601,57893601,154229,250,7,0.6624,0.7303,_mf_8_0.8315_mf_9_0.8177_mf_11_1.0735_svd8_1.2273_svd9_0.7545_svd11_1.0975
202249501,202249501,117789,250,8,0.9233,0.9514,
409833101,409833101,53009,250,8,0.9252,0.9970,
238760101,238760101,86742,250,8,0.8646,0.9818,
291816601,291816601,67940,250,8,0.9428,0.8481,
482776701,482776701,160896,250,7,0.8693,0.8168,
242460801,242460801,111033,250,10,1.4283,1.2711,
245054401,245054401,138024,250,10,1.5229,1.4072,
8075501,8075501,131368,250,10,0.8426,0.8003,
62301101,62301101,116330,250,10,0.8784,0.7989,
403795801,403795801,21101,250,10,0.7589,0.8011,
204145701,204145701,150713,250,10,0.7846,0.7937,
300868301,300868301,129834,250,10,0.7636,0.7825,
210686901,210686901,3798,250,10,0.7752,0.6633,
305413501,305413501,68072,250,10,0.6474,0.6848,
264842401,264842401,115974,250,7,1.2201,1.2493,
234790501,234790501,22774,250,7,1.3040,1.1924,
369962701,369962701,154947,250,7,1.3500,1.2315,
262123501,262123501,103327,250,6,0.7921,0.9216,
283496201,283496201,37461,250,6,0.9348,1.1090,
244715301,244715301,34187,250,8,0.6118,0.8577,
283902101,283902101,43712,250,8,0.7514,0.7684,
196718401,196718401,116442,250,10,0.7996,0.8407,
273114601,273114601,154018,250,10,0.9155,0.8284,
353836301,353836301,59049,250,9,0.6868,0.7826,
