,peerId,userId,stride,time,svd_mse,mf_mse,util
6184901,6184901,426,70,17,1.0785,0.9967,
6057201,6057201,61888,70,17,1.1590,0.9909,
212100901,212100901,114726,70,7,0.7489,0.7499,
193308901,193308901,80914,70,7,0.7747,0.6866,
357587601,357587601,91341,70,8,0.9473,0.8560,_mf_19_1.4243_svd19_1.2311
5179901,5179901,47960,70,19,1.2362,1.5686,
3482501,3482501,6723,70,7,0.7675,0.8011,_mf_19_1.2694_svd19_1.1233
182361501,182361501,47540,70,11,0.8685,0.7783,
270014301,270014301,20169,70,11,0.8400,0.8422,
7200501,7200501,126457,70,7,0.6356,0.3500,_mf_11_1.0050_svd11_0.8246
7078201,7078201,76203,70,7,1.1476,1.1740,_mf_11_0.9355_svd11_0.9006
57893601,57893601,59232,70,8,0.8191,0.6901,_mf_9_0.6498_mf_11_0.8465_svd9_0.5352_svd11_0.7512
202249501,202249501,152290,70,8,0.7267,0.7845,
409833101,409833101,68634,70,8,0.7899,0.8833,
238760101,238760101,49050,70,8,0.7943,0.7001,
291816601,291816601,60932,70,8,0.7543,0.8335,
482776701,482776701,122234,70,7,1.2382,1.1696,
8075501,8075501,45291,70,10,1.5717,1.5168,
62301101,62301101,18678,70,10,1.3312,1.4391,
403795801,403795801,81969,70,10,0.5379,0.6182,
204145701,204145701,155617,70,10,0.7062,0.6370,
300868301,300868301,36923,70,10,0.6176,0.5664,
210686901,210686901,146778,70,10,0.5248,0.5595,
305413501,305413501,134550,70,10,0.6137,0.6523,
264842401,264842401,45602,70,7,0.6628,0.7017,
234790501,234790501,39983,70,7,0.5961,0.5975,
262123501,262123501,54019,70,6,0.8745,0.8273,
283496201,283496201,115170,70,6,0.6760,0.6988,
244715301,244715301,5074,70,8,1.4569,1.3829,
283902101,283902101,123661,70,8,1.4089,1.4611,
353836301,353836301,150593,70,9,0.9231,0.8846,
199281701,199281701,55409,70,9,0.8403,0.8178,
416680001,416680001,13138,70,10,0.6878,0.6173,
219827401,219827401,52457,70,10,0.7099,0.6883,
174325901,174325901,146711,70,10,0.6214,0.5898,
199400601,199400601,155130,70,8,1.0754,1.0836,
313429701,313429701,125966,70,8,1.1974,1.0542,
337722901,337722901,6885,70,9,0.9460,1.1051,
87260801,87260801,61223,70,9,1.1397,1.0749,
192092401,192092401,76629,70,6,1.0055,1.0422,
304434901,304434901,101096,70,6,1.0460,1.0816,
363068601,363068601,41584,70,7,1.6865,1.7163,
381997801,381997801,141767,70,7,1.6119,1.6273,
54199801,54199801,22357,70,15,0.9234,0.9117,_mf_16_0.8512_svd16_0.7786
154326101,154326101,20835,70,15,0.9749,0.8151,_mf_16_0.7158_svd16_0.7746
5727001,5727001,19163,70,16,0.7274,0.7151,
13423401,13423401,142180,70,7,0.7037,0.5759,
34638201,34638201,153978,70,7,0.6958,0.7734,_mf_8_0.5745_mf_9_0.2998_svd8_0.5757_svd9_0.3514
129430001,129430001,133295,70,7,0.6988,0.7898,_mf_8_0.6314_mf_10_0.9003_svd8_0.5439_svd10_0.8181
133074701,133074701,146234,70,6,0.6059,0.5362,_mf_7_0.7071_mf_8_0.5845_mf_13_1.1117_svd7_0.5332_svd8_0.5573_svd13_1.0775
30669301,30669301,9015,70,7,0.7963,0.7103,
34649901,34649901,28517,70,13,1.1600,1.0258,
5540101,5540101,28508,70,16,0.6019,0.5395,
638701,638701,135664,70,8,0.9192,1.0651,_mf_16_0.5867_svd16_0.6324
80136001,80136001,135937,70,7,1.0197,1.0045,
479474201,479474201,86577,70,7,1.0326,1.0978,
34766901,34766901,6248,70,14,0.8845,0.9232,
33881501,33881501,88910,70,14,0.8681,0.8658,
187399301,187399301,12806,70,6,0.8425,0.6445,
314570201,314570201,104867,70,6,0.6319,0.6759,
39070501,39070501,95640,70,9,0.7464,0.6434,
102335201,102335201,104222,70,8,0.4107,0.4055,_mf_9_0.5673_svd9_0.5591
39962701,39962701,134363,70,8,0.6961,0.6717,
39163501,39163501,131690,70,8,0.7347,0.8200,
38416601,38416601,31755,70,8,0.7456,0.7523,
40757101,40757101,114093,70,13,0.8005,0.8736,
40807001,40807001,41018,70,13,0.8369,1.0238,
39377701,39377701,110485,70,13,0.5981,0.5779,
38668501,38668501,128876,70,12,0.6594,0.7787,_mf_13_0.5814_svd13_0.5938
39038001,39038001,4145,70,12,0.6910,0.8876,_mf_13_0.5484_svd13_0.6214
215904201,215904201,77628,70,7,0.4561,0.5236,
275580101,275580101,151474,70,7,0.4770,0.5150,
250303701,250303701,54278,70,7,1.0410,0.9586,
217431401,217431401,134208,70,7,1.1488,1.1048,
38361601,38361601,62585,70,8,0.3942,0.3945,
265683401,265683401,61025,70,8,0.8328,0.8901,
387895901,387895901,79910,70,8,0.9249,0.8815,
181048101,181048101,3846,70,7,0.7964,0.8337,
351425701,351425701,14043,70,7,0.7739,0.7565,
264609101,264609101,54623,70,11,0.7704,0.6938,
383206301,383206301,127341,70,11,0.6750,0.7979,
121960501,121960501,154515,70,10,1.3381,1.3041,
479367601,479367601,147327,70,10,1.2579,1.2171,
41664601,41664601,76299,70,10,1.3606,1.1839,
38952701,38952701,10045,70,11,0.7187,0.7832,_mf_12_0.8235_svd12_0.7331
39559101,39559101,15753,70,11,0.7205,0.6913,_mf_12_0.7707_mf_13_0.7862_svd12_0.6943_svd13_0.6763
16795101,16795101,149015,70,12,0.7069,0.8093,
33834201,33834201,7955,70,12,0.8267,0.7329,
191627501,191627501,106406,70,6,0.7691,0.7617,
140505801,140505801,32497,70,6,0.6406,0.6363,
341860301,341860301,25094,70,5,0.7134,0.7911,_mf_6_0.7157_svd6_0.6622
201782001,201782001,139897,70,5,0.8691,0.8256,
182017801,182017801,53766,70,8,0.9582,1.0903,
404482501,404482501,23295,70,8,0.9791,0.8935,
60179801,60179801,154934,70,16,0.5374,0.4828,
62664901,62664901,108152,70,16,0.4391,0.5063,
73599001,73599001,138749,70,18,0.7727,0.6654,
464663601,464663601,74900,70,18,0.6315,0.6596,
73554701,73554701,157737,70,18,0.6669,0.7720,
479291201,479291201,35719,70,11,0.9150,0.8551,
55155001,55155001,50268,70,6,0.7427,0.7621,_mf_11_0.7487_svd11_0.8561
356689501,356689501,132649,70,8,0.8579,0.8987,
360017201,360017201,130337,70,8,0.9184,0.9583,
363888601,363888601,96104,70,9,0.5544,0.4839,
185334601,185334601,45615,70,9,0.4881,0.4872,
